Timestamp,Qual nomenclatura é utilizada atualmente para o seu papel na empresa onde você trabalha?,Qual cargo você ocupa atualmente?,Qual é a sua senioridade?,Quantos anos de experiência você tem na área de testes?,Como é a sua relação com automação de testes na empresa onde você trabalha atualmente?,Qual regime de contratação você se encontra na empresa atual?,Modelo de Atuação,Você possui alguma certificação internacional em testes de software?,Em qual moeda seu empregador faz seus pagamentos?,Qual é o seu salário bruto?,Qual é seu gênero?,Em qual região do Brasil você vive atualmente?,Em qual região do Brasil está localizada a empresa onde você trabalha atualmente?,Com que frequência você precisa conversar em inglês no trabalho?,Com qual etnia você se identifica?,Qual é sua formação acadêmica?,(Opcional) Quais linguagens de programação são utilizadas para automação de testes na empresa onde você trabalha?,(Opcional) Quais ferramentas de automação de testes você utiliza na empresa onde você trabalha atualmente?,"(Opcional) A empresa onde você trabalha possui cargo formal de liderança em testes de software? ex. QA Lead, Líder de Testes, Gerente de QA, etc.",(Opcional) Você foi atingido por algum lay off nos últimos 12 meses?,(Opcional) Sua empresa transferiu as responsabilidades relacionadas a teste de software aos desenvolvedores?,(Opcional) Qual relação você possui com Inteligência Artificial e Testes na empresa onde você trabalha arualmente?,(Opcional) Como você conseguiu a oportunidade de participar do processo seletivo da empresa onde você atua hoje em dia?
1/9/2025 7:50:45,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Prefiro não responder,Ensino Superior Completo,JS,Cypress,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 7:50:47,QA,Analista,Pleno,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5500,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,JavaScript,"Cypress, Puppeteer",Não,"Sim, retornei com o mesmo salário",Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 7:50:58,QA,Analista,Sênior,11,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,11510,Masculino,Centro-Oeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Sim,Não,Sim,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Fui abordado por Recrutador
1/9/2025 7:50:58,QA,Líder,Sênior,12,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Exterior),Sim,Reais,15600,Feminino,Sudeste,Outro país,Todos os dias,Branca,Pós-Graduado,,,Sim,"Sim, ainda estou desempregado",Não,Nenhum,Linkedin
1/9/2025 7:51:05,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,6500,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Parda,Cursando Ensino Superior,"Na empresa atual são poucas as equipes que utilizam automação, estou em processo de transição de sistemas, legado para WEB e estou tentando começar a impementa para facilitar meu processo de testes utilizar o Cypress.",Cypress.,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 7:51:20,QA,Especialista,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9000,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java, Python, JavaScript","Selenium, Cypress",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 7:51:26,QA,Engenheiro,Sênior,8,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8200,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Sim,"Sim, retornei com salário menor",Não,Nenhum,Linkedin
1/9/2025 7:51:31,QA,Analista,Sênior,24,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6100,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,não faço automaçãp,,Sim,"Sim, ainda estou desempregado",Não,Nenhum,Linkedin
1/9/2025 7:51:54,QA,Engenheiro,Pleno,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6120,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,Java,Appium,Sim,"Sim, retornei com salário menor",Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 7:51:56,QA,Engenheiro,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7650,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,JavaScript,Cypress,Não,Não,Sim,Nenhum,Linkedin
1/9/2025 7:52:01,QA,Analista,Pleno,9,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,11700,Feminino,Norte,Sul,Todos os dias,Branca,Pós-Graduado,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 7:52:03,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Presencial,Não,Reais,4500,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Sim,Nenhum,Linkedin
1/9/2025 7:52:05,QA,Engenheiro,Sênior,11,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,7260,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 7:52:15,QA,Analista,Júnior,2,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,4300,Masculino,Sul,Sul,Algumas vezes por mês,Branca,Ensino Superior Completo,Java,Selenium,Sim,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/9/2025 7:52:26,QA,Engenheiro,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java,Rest assured e cucumber ,Não,"Sim, retornei com salário maior",,,Linkedin
1/9/2025 7:52:35,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6400,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,Javascript,Cypress,Sim,Não,,,
1/9/2025 7:53:06,QA,Analista,Júnior,6,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4000,Feminino,Norte,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/9/2025 7:53:07,QA,Arquiteto,Júnior,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5550,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java,"Selenium, Jmeter e Grafana K6",Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 7:53:13,QA,Especialista,Sênior,9,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,21100,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Principalmente Java,Appium e Rest Assured ,Não,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 7:53:46,SDET,Engenheiro,Pleno,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,10033,Masculino,Sudeste,Sudeste,Todos os dias,Parda,Ensino Superior Completo,JS/TS e C#,"Cypress, playwright, maestro, appium.",Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Indicação externa (mentoria)
1/9/2025 7:55:09,QA,Analista,Sênior,5,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,12000,Masculino,Centro-Oeste,Nordeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,,,Sim,Não,"Não, mas planejam fazer isso este ano",Nenhum,Linkedin
1/9/2025 7:55:28,Testador,Analista,Pleno,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6276,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,"Java, Python, Cobol","JUnit, RobotFramework, Apium",Sim,Não,Não,Nenhum,Grupo de vagas de Qa via Watsapp e Telegram
1/9/2025 7:55:45,QA,Analista,Sênior,10,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,11937,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,"Java, Python e JavaScript",RobotFramework e  Rest Assured,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 7:55:58,SDET,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Libras,14530,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Médio Completo,"Python, JavaScript, Go","Selenium, Cypress, Playwright ",Não,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 7:56:09,QA,Analista,Sênior,13,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,12050,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java,"Appium, karate",Sim,Não,Não,Nenhum,Linkedin
1/9/2025 7:56:14,QA,Analista,Pleno,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3400,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Robot framework ,Robot framework ,Não,Não,Não,Nenhum,Linkedin
1/9/2025 7:56:36,QA,Analista,Pleno,14,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,5710,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,"Não, mas planejam fazer isso este ano",Testo aplicativos baseados em Inteligência Artificial,Indicação Interna
1/9/2025 7:56:37,Testador,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2100,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/9/2025 7:56:45,QA,Analista,Pleno,8,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9665,Masculino,Nordeste,Sudeste,Todos os dias,Negra,Mestrado,Typescript,Cypress,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 7:57:06,QA,Engenheiro,Sênior,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9000,Masculino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java,"RestAssured, Cypress, Newman",Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/9/2025 7:57:42,Testador,Analista,Júnior,03,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,javascript,Cypress,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 7:57:49,QA,Analista,Pleno,3,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,6750,Masculino,Sudeste,Sudeste,Algumas vezes por mês,Branca,Ensino Superior Completo,Python,Robot framework ,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 7:58:16,QA,Analista,Pleno,6,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,4250,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Cursando,,,Não,"Sim, retornei com salário menor",Sim,Nenhum,Linkedin
1/9/2025 7:59:18,QA,Analista,Júnior,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,5800,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,Cypress,"Postman 
Cypress
Jira
AWS
GitLab
Appium",Sim,Não,Não,Nenhum,Site de Vagas
1/9/2025 7:59:42,QA,Executor,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4000,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Já trabalhava na empresa em outra função 
1/9/2025 7:59:45,QA,Líder,Principal,7,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,17633,Masculino,Sul,Outro país,Todos os dias,Parda,Pós-Graduado,"Python, JavaScript ","Python libs: requests, selenium, boto3, geopandas
Postman, cypress, jmeter, blazemeter",Não,Não,Não,Nenhum,Linkedin
1/9/2025 7:59:58,QA,Analista,Pleno,5,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6100,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Não,"Sim, retornei com o mesmo salário",Não,Nenhum,Indicação Interna
1/9/2025 8:00:25,QA,Engenheiro,Pleno,3,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,8400,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,".net, angular, flutter","Robot framework, Jenkins, jmeter",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 8:00:27,QA,Gerente,Principal,18,Uso automação de testes mais de 8 horas por semana,Flex (Você é CLT mas também tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,30000,Masculino,Centro-Oeste,Centro-Oeste,Algumas vezes por mês,Branca,Pós-Graduado,"DelphiScript, JavaScript, Python, TypeScript","Cypress, Robot, TestComplete",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 8:01:55,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Presencial,Não,Reais,5670,Masculino,Sul,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"JS,Python","ROBOT,PLAYWRIGHT,CYPRESS",Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 8:02:28,QA,Analista,Júnior,2,Uso automação de testes mais de 8 horas por semana,Contrato,100% Presencial,Não,Reais,3000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JavaScript,Cypress,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 8:02:36,QA,Analista,Sênior,19,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,10500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 8:03:01,Testador,Analista,Sênior,14,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7.349,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java e Phyton,Selenium ,Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/9/2025 8:03:13,QA,Analista,Sênior,5,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,10800,Feminino,Sul,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java e kotlin,Appium,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 8:03:17,QA,Analista,Sênior,12,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,15300,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,"Python, Java, JavaScript","Appium, Selenium, Cucumber",Não,Não,Sim,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 8:03:48,QA,Analista,Júnior,3.6,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Sim,"Sim, retornei com salário menor",Não,Nenhum,Linkedin
1/9/2025 8:04:24,QA,Analista,Pleno,4,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,6750,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Nenhum,Indicação Interna
1/9/2025 8:05:27,QA,Analista,Júnior,1,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3600,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,Javascript,Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 8:06:22,Testador,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6000,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Selenium Webdriver,,Não,Não,Sim,Nenhum,Linkedin
1/9/2025 8:08:00,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,"Sim, retornei com salário menor",Não,Nenhum,Linkedin
1/9/2025 8:08:07,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3840,Feminino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Não existe automação na empresa ,Não existe automação na empresa ,Não,Não,Não,Nenhum,Linkedin
1/9/2025 8:09:21,QA,Engenheiro,Sênior,15,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Sim,Euros,24500,Feminino,Sudeste,Outro país,Todos os dias,Negra,Mestrado,JavaScript,Loadmill (API) e Playwright (UI e API),Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 8:10:02,QA,Engenheiro,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,6122,Masculino,Sudeste,Outro país,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java,"Selenium, Appium, Postman",Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/9/2025 8:10:12,QA,Analista,Sênior,10,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,7300,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,"Java Script, Java","Playwright, Rest",Sim,Não,Não,Nenhum,Linkedin
1/9/2025 8:10:29,QA,Engenheiro,Pleno,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9987,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Python ,"Robotframework, viscose, aws, Github e git",Não,Não,Sim,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Linkedin
